Actor,Title,Year,Sources,Confidence,Role,In Database,Was Added,Reason
"Chiranjeevi","Manchu Pallaki",1982,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Mondi Ghatam",1982,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Patnam Vachina Pativrathalu",1982,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Radha My Darling",1982,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Sitadevi",1982,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Shivudu Shivudu Shivudu",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Aalaya Sikharam",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Gudachari No.1",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Simhapuri Simham",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Abhilasha",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Khaidi",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Maga Maharaju",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Mantri Gari Viyyankudu",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Palletoori Monagadu",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Prema Pichollu",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Roshagadu",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Sangharshana",1983,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Goonda",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Agni Gundam",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Allulu Vasthunnaru",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Challenge",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Devanthakudu",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Hero",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Intiguttu",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Mahanagaramlo Mayagadu",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Naagu",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Rustum",1984,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Puli",1985,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Adavi Donga",1985,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Chattamtho Poratam",1985,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Donga",1985,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Raktha Sindhuram",1985,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Veta",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Rakshasudu",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Kirathakudu",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Chantabbai",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Dhairyavanthudu",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Kodama Simham",1986,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Kondaveeti Raja",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Magadheerudu",1986,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Chakravarthy",1987,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Pasivadi Pranam",1987,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Aradhana",1987,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Donga Mogudu",1987,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Jebu Donga",1987,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Swayam Krushi",1987,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Trinetrudu",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Yamudiki Mogudu",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Yudda Bhoomi",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Rudraveena",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Khaidi No.786",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Manchi Donga",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Marana Mrudangam",1988,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Athaku Yamudu Ammayiki Mogudu",1989,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Lankeshwarudu",1989,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Rudranetra",1989,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","State Rowdy",1989,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Jagadeka Veerudu Athiloka Sundari",1990,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Kodama Simham",1990,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Kondaveeti Donga",1990,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Pratibandh",1990,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Raja Vikramarka",1990,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Gang Leader",1991,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Rowdy Alludu",1991,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Aaj Ka Goonda Raj",1992,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Gharana Mogudu",1992,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Mutha Mestri",1993,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Mechanic Alludu",1993,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","The Gentleman",1994,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Mugguru Monagallu",1994,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","S. P. Parasuram",1994,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Alluda Majaka",1995,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Big Boss",1995,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Rikshavodu",1995,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Sipayi",1996,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Hitler",1997,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Master",1997,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Bavagaru Bagunnara?",1998,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Choodalani Vundi",1998,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Iddaru Mitrulu",1999,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Hands Up!",2000,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Annayya",2000,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Sri Manjunatha",2001,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Mrugaraju",2001,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Daddy",2001,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Tagore",2003,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Anji",2004,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Andarivaadu",2005,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Jai Chiranjeeva",2005,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Stalin",2006,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Shankar Dada Zindabad",2007,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","State Rowdy",2007,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Magadheera",2009,"supporting",0,"",No,No,"Added"
"Chiranjeevi","Khaidi No. 150",2017,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Sye Raa Narasimha Reddy",2019,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Waltair Veerayya",2023,"supporting",0,"",No,No,"Exists"
"Chiranjeevi","Mana Shankara Vara Prasad Garu",2026,"supporting",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor – Telugu",1993,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Subhalagnam",1994,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Maavichiguru",1996,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Chilakkottudu",1997,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Best Supporting Actor – Telugu",2005,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Lakshyam",2007,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Kathanayakudu",2008,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Jai Bolo Telangana",2011,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Legend",2014,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Srimanthudu",2015,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Nannaku Prematho",2016,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Aravinda Sametha Veera Raghava",2018,"lead",0,"",No,No,"Added"
"Jagapathi Babu","Special Jury Award",1989,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor",1993,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Supporting Actor",1998,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor",2000,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Supporting Actor",2007,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Villain",2014,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor in a Negative Role (Telugu)",2014,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Rangasthalam",2019,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Maharshi",2021,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Special Jury Award",2016,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor in a Negative Role (Malayalam)",2016,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor in a Negative Role (Tamil)",2021,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Supporting Actor",2016,"lead",0,"",No,No,"Exists"
"Jagapathi Babu","Best Actor in a Negative Role",2017,"lead",0,"",No,No,"Exists"
"Jaya Prada","Bhoomi Kosam",1974,"lead",0,"",No,No,"Added"
"Jaya Prada","Naaku Swatantram Vachindi",1975,"lead",0,"",No,No,"Added"
"Jaya Prada","Manmatha Leelai",1976,"lead",0,"",No,No,"Exists"
"Jaya Prada","Bhadrakali",1977,"lead",0,"",No,No,"Exists"
"Jaya Prada","Nayudu Bava",1978,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sargam",1979,"lead",0,"",No,No,"Exists"
"Jaya Prada","Challenge Ramudu",1980,"lead",0,"",No,No,"Added"
"Jaya Prada","Srivari Muchatlu",1981,"lead",0,"",No,No,"Exists"
"Jaya Prada","Madhura Swapnam",1982,"lead",0,"",No,No,"Added"
"Jaya Prada","Sagara Sangamam",1983,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sardar&#91;41&#93;",1984,"lead",0,"",No,No,"Exists"
"Jaya Prada","Pataal Bhairavi",1985,"lead",0,"",No,No,"Exists"
"Jaya Prada","Krishna Garadi",1986,"lead",0,"",No,No,"Exists"
"Jaya Prada","Aulad",1987,"lead",0,"",No,No,"Exists"
"Jaya Prada","Mardon Wali Baat",1988,"lead",0,"",No,No,"Added"
"Jaya Prada","Jaadugar",1989,"lead",0,"",No,No,"Added"
"Jaya Prada","Majboor",1990,"lead",0,"",No,No,"Exists"
"Jaya Prada","Indrajeet",1991,"lead",0,"",No,No,"Exists"
"Jaya Prada","Maa",1992,"lead",0,"",No,No,"Exists"
"Jaya Prada","Insaniyat Ke Devta",1993,"lead",0,"",No,No,"Added"
"Jaya Prada","Insaniyat",1994,"lead",0,"",No,No,"Exists"
"Jaya Prada","Himapatha",1995,"lead",0,"",No,No,"Exists"
"Jaya Prada","Pellala Rajyam",1996,"lead",0,"",No,No,"Added"
"Jaya Prada","Jeevan Yudh",1997,"lead",0,"",No,No,"Exists"
"Jaya Prada","Aami Sei Meye",1998,"lead",0,"",No,No,"Exists"
"Jaya Prada","Velugu Needalu",1999,"lead",0,"",No,No,"Added"
"Jaya Prada","Devadoothan",2000,"lead",0,"",No,No,"Exists"
"Jaya Prada","Chandravamsam",2002,"lead",0,"",No,No,"Added"
"Jaya Prada","Sri Renukadevi",2003,"lead",0,"",No,No,"Exists"
"Jaya Prada","Khakee",2004,"lead",0,"",No,No,"Added"
"Jaya Prada","Tathastu",2006,"lead",0,"",No,No,"Exists"
"Jaya Prada","Ee Bandhana",2007,"lead",0,"",No,No,"Exists"
"Jaya Prada","Dasavathaaram",2008,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sesh Sangat",2009,"lead",0,"",No,No,"Exists"
"Jaya Prada","The Desire",2010,"lead",0,"",No,No,"Exists"
"Jaya Prada","Pranayam",2011,"lead",0,"",No,No,"Exists"
"Jaya Prada","Krantiveera Sangolli Rayanna",2012,"lead",0,"",No,No,"Exists"
"Jaya Prada","Rajjo",2013,"lead",0,"",No,No,"Added"
"Jaya Prada","Kinar",2018,"lead",0,"",No,No,"Exists"
"Jaya Prada","Suvarna Sundari",2023,"lead",0,"",No,No,"Exists"
"Jaya Prada","Ramachandra Boss &amp; Co",2023,"lead",0,"",No,No,"Exists"
"Jaya Prada","Perfect Pati",2018,"lead",0,"",No,No,"Exists"
"Jaya Prada","The Kapil Sharma Show season 2",2021,"lead",0,"",No,No,"Exists"
"Jaya Prada","Indian Idol",2021,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sasural Simar Ka 2",2022,"cameo",0,"",No,No,"Added"
"Jaya Prada","Drama Juniors 4 Telugu",2023,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sharaabi",1984,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sanjog",1985,"lead",0,"",No,No,"Exists"
"Jaya Prada","Anthuleni Katha",1976,"lead",0,"",No,No,"Exists"
"Jaya Prada","Ninaithale Inikkum",1979,"lead",0,"",No,No,"Exists"
"Jaya Prada","Chandipriya",1980,"lead",0,"",No,No,"Added"
"Jaya Prada","47 Rojulu",1981,"lead",0,"",No,No,"Added"
"Jaya Prada","Meghasandesam",1982,"lead",0,"",No,No,"Exists"
"Jaya Prada","Sampoorna Premayanam",1984,"lead",0,"",No,No,"Added"
"Jaya Prada","Overall Contribution to Telugu Film Industry",2007,"lead",0,"",No,No,"Exists"
"Jaya Prada","Seeta Kalyanam",1976,"supporting",0,"",No,No,"Added"
"Jaya Prada","Sita Swayamvar",1976,"supporting",0,"",No,No,"Added"
"Jaya Prada","Adavi Ramudu",1977,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Chanakya Chandragupta",1977,"supporting",0,"",No,No,"Added"
"Jaya Prada","Siri Siri Muvva",1977,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Yamagola",1977,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Dongala Veta",1978,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Andamaina Anubhavam",1979,"supporting",0,"",No,No,"Added"
"Jaya Prada","Lok Parlok",1979,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Ragile Hrudayalu",1980,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Ooriki Monagadu",1981,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Dil-E-Nadaan",1982,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Kaamchor",1982,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Meghasandesham",1982,"supporting",0,"",No,No,"Added"
"Jaya Prada","Main Awara Hoon",1983,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Mawaali",1983,"supporting",0,"",No,No,"Added"
"Jaya Prada","Mundadugu",1983,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Qayamat",1983,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Saagara Sangamam",1983,"supporting",0,"",No,No,"Added"
"Jaya Prada","Tohfa",1984,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Awaaz",1984,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Dharm Aur Qanoon",1984,"supporting",0,"",No,No,"Added"
"Jaya Prada","Mera Faisla",1984,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Haqeeqat",1985,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Mera Saathi",1985,"supporting",0,"",No,No,"Added"
"Jaya Prada","Zabardast",1985,"supporting",0,"",No,No,"Added"
"Jaya Prada","Aakhree Raasta",1986,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Aisa Pyaar Kahan",1986,"supporting",0,"",No,No,"Added"
"Jaya Prada","Simhasanam",1986,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Swarag Se Sunder",1986,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Veta",1986,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Muddat",1986,"supporting",0,"",No,No,"Added"
"Jaya Prada","Pyaar Ke Do Pal",1986,"supporting",0,"",No,No,"Added"
"Jaya Prada","Majaal",1987,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Sindoor",1987,"supporting",0,"",No,No,"Added"
"Jaya Prada","Vishwanatha Nayakudu",1987,"supporting",0,"",No,No,"Added"
"Jaya Prada","Ganga Tere Desh Mein",1988,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Elaan-E-Jung",1989,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Majboor",1989,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Kanoon Ki Awaaz",1989,"supporting",0,"",No,No,"Added"
"Jaya Prada","Gharana",1989,"supporting",0,"",No,No,"Added"
"Jaya Prada","Aaj Ka Arjun",1990,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Thanedaar",1990,"supporting",0,"",No,No,"Added"
"Jaya Prada","Q12427728",1990,"supporting",0,"",No,No,"Added"
"Jaya Prada","Farishtay",1991,"supporting",0,"",No,No,"Added"
"Jaya Prada","Sapnon Ka Mandir",1991,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Tyagi",1992,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Ezhai Jaathi",1993,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Veerta",1993,"supporting",0,"",No,No,"Exists"
"Jaya Prada","Swami Vivekananda",1994,"supporting",0,"",No,No,"Added"
"Jaya Prada","Swami Vivekananda",1998,"supporting",0,"",No,No,"Added"
"Jaya Prada","Ee Snehatheerathu",2004,"supporting",0,"",No,No,"Added"
"Jaya Prada","Sangolli Rayanna",2012,"supporting",0,"",No,No,"Added"
"Jaya Prada","Ramachandra Boss & Co",2023,"supporting",0,"",No,No,"Exists"
"Jr Ntr","War 2",2025,"lead",0,"",No,No,"Added"
"Jr Ntr","Shakti",2011,"lead",0,"",No,No,"Added"
"Jr Ntr","Adurs",2010,"lead",0,"",No,No,"Added"
"Jr Ntr","Oosaravelli",2011,"lead",0,"",No,No,"Added"
"Jr Ntr","Simhadri",2003,"lead",0,"",No,No,"Added"
"Jr Ntr","Aadi",2002,"lead",0,"",No,No,"Added"
"Jr Ntr","Samba",2004,"lead",0,"",No,No,"Added"
"Jr Ntr","Ashok",2006,"lead",0,"",No,No,"Added"
"Jr Ntr","Ramayanam",1996,"lead",0,"",No,No,"Added"
"Jr Ntr","Rakhi",2006,"lead",0,"",No,No,"Added"
"Jr Ntr","Kantri",2008,"lead",0,"",No,No,"Added"
"Jr Ntr","Student No. 1",2001,"lead",0,"",No,No,"Added"
"Jr Ntr","Brindavanam",2010,"lead",0,"",No,No,"Added"
"Jr Ntr","Jai Lava Kusa",2017,"lead",0,"",No,No,"Added"
"Jr Ntr","Dhammu",2012,"lead",0,"",No,No,"Added"
"Jr Ntr","Baadshah",2013,"lead",0,"",No,No,"Added"
"Jr Ntr","Ramayya Vasthavayya",2013,"lead",0,"",No,No,"Added"
"Jr Ntr","Yamadonga",2007,"lead",0,"",No,No,"Added"
"Jr Ntr","Temper",2015,"lead",0,"",No,No,"Added"
"Jr Ntr","Chintakayala Ravi",2008,"cameo",0,"",No,No,"Added"
"Jr Ntr","Rabhasa",2014,"lead",0,"",No,No,"Added"
"Jr Ntr","Ninnu Choodalani",2001,"lead",0,"",No,No,"Added"
"Jr Ntr","Narasimhudu",2005,"lead",0,"",No,No,"Added"
"Jr Ntr","Naaga",2003,"lead",0,"",No,No,"Added"
"Jr Ntr","Andhrawala",2004,"lead",0,"",No,No,"Added"
"Jr Ntr","Naa Alludu",2005,"lead",0,"",No,No,"Added"
"Jr Ntr","Nannaku Prematho...",2016,"lead",0,"",No,No,"Added"
"Jr Ntr","Janatha Garage",2016,"lead",0,"",No,No,"Added"
"Jr Ntr","Modern Masters: SS Rajamouli",2024,"supporting",0,"",No,No,"Added"
"Jr Ntr","Subbu",2001,"lead",0,"",No,No,"Added"
"Jr Ntr","Allari Ramudu",2002,"lead",0,"",No,No,"Added"
"Jr Ntr","Aravinda Sametha Veera Raghava",2018,"lead",0,"",No,No,"Added"
"Jr Ntr","Devara: Part 1",2024,"lead",0,"",No,No,"Added"
"Jr Ntr","RRR",2022,"lead",0,"",No,No,"Added"
"Jr Ntr","RRR: Behind & Beyond",2024,"lead",0,"",No,No,"Added"
"Jr Ntr","Brahmarshi Vishwamitra",1991,"supporting",0,"",No,No,"Added"
"Krishna","Vintha Katha",1973,"child_actor",0,"",No,No,"Exists"
"Krishna","Gudachari 117",1989,"lead",0,"",No,No,"Exists"
"Krishna","Agent Gopi",1978,"lead",0,"",No,No,"Exists"
"Krishna","Rahasya Gudachari",1981,"lead",0,"",No,No,"Exists"
"Krishna","Indradhanussu",1978,"lead",0,"",No,No,"Exists"
"Krishna","Rajamahal",1972,"child_actor",0,"",No,No,"Added"
"Krishna","Vidhi Vilasam",1970,"child_actor",0,"",No,No,"Exists"
"Krishna","Nenu Manishine",1971,"child_actor",0,"",No,No,"Exists"
"Krishna","Chuttalunnaru Jagrattha",1980,"lead",0,"",No,No,"Added"
"Krishna","Koduku Diddina Kapuram",1989,"lead",0,"",No,No,"Exists"
"Krishna","Bhale Krishnudu",1980,"lead",0,"",No,No,"Exists"
"Krishna","Ravanna",2000,"lead",0,"",No,No,"Exists"
"Krishna","Simhasanam",1986,"lead",0,"",No,No,"Exists"
"Krishna","Jagadeka Veerudu",1996,"lead",0,"",No,No,"Exists"
"Krishna","Amma Donga!",1995,"lead",0,"",No,No,"Exists"
"Krishna","Iddaru Dongalu",1984,"lead",0,"",No,No,"Exists"
"Krishna","Talli Kodukulu",1973,"child_actor",0,"",No,No,"Exists"
"Krishna","Monagadostunnadu Jagratha",1972,"child_actor",0,"",No,No,"Added"
"Krishna","Manasaakshi",1977,"child_actor",0,"",No,No,"Exists"
"Krishna","Todu Dongalu",1981,"lead",0,"",No,No,"Exists"
"Krishna","Sultan",1999,"lead",0,"",No,No,"Exists"
"Krishna","Chal Mohana Ranga",1978,"lead",0,"",No,No,"Exists"
"Krishna","Ave Kallu",1967,"child_actor",0,"",No,No,"Exists"
"Krishna","Kanthaswamy",2009,"supporting",0,"",No,No,"Added"
"Krishna","Sri Rajeshwari Vilas Coffee Club",1976,"child_actor",0,"",No,No,"Exists"
"Krishna","Ram Robert Rahim",1980,"lead",0,"",No,No,"Added"
"Krishna","Sakshi",1967,"child_actor",0,"",No,No,"Exists"
"Krishna","Maa Voori Magaadu",1987,"lead",0,"",No,No,"Added"
"Krishna","Kuzhanthaikkaga",1968,"child_actor",0,"",No,No,"Added"
"Krishna","Pandanti Kapuram",1972,"child_actor",0,"",No,No,"Exists"
"Krishna","Kotta Alludu",1979,"lead",0,"",No,No,"Added"
"Krishna","Kottapeta Rowdy",1980,"lead",0,"",No,No,"Exists"
"Krishna","Sri Sri",2016,"lead",0,"",No,No,"Added"
"Krishna","Varasudu",1993,"lead",0,"",No,No,"Exists"
"Krishna","Alluri Seetarama Raju",1974,"child_actor",0,"",No,No,"Exists"
"Krishna","Teri Talaash Mein",1968,"child_actor",0,"",No,No,"Added"
"Krishna","Lakshmi Nivasam",1968,"child_actor",0,"",No,No,"Exists"
"Krishna","Meena",1973,"child_actor",0,"",No,No,"Exists"
"Krishna","Vishwanatha Nayakudu",1987,"lead",0,"",No,No,"Exists"
"Krishna","Mosagallaku Mosagadu",1971,"child_actor",0,"",No,No,"Exists"
"Krishna","James Bond 777",1971,"child_actor",0,"",No,No,"Exists"
"Krishna","Osey Ramulamma",1997,"supporting",0,"",No,No,"Added"
"Krishna","Naa Ille Naa Swargam",1991,"supporting",0,"",No,No,"Exists"
"Krishna","Goodachari 116",1966,"child_actor",0,"",No,No,"Exists"
"Krishna","Ramudochadu",1996,"cameo",0,"",No,No,"Added"
"Krishna","Telugu Veera Levara",1995,"lead",0,"",No,No,"Exists"
"Krishna","Ramarajyamlo Bheemaraju",1983,"lead",0,"",No,No,"Exists"
"Krishna","Rajakiya Chadurangam",1988,"lead",0,"",No,No,"Added"
"Krishna","Dongalu Baboi Dongalu",1984,"lead",0,"",No,No,"Exists"
"Krishna","Jayam Manade",1986,"lead",0,"",No,No,"Exists"
"Krishna","Aadambaralu Anubandhalu",1974,"child_actor",0,"",No,No,"Added"
"Krishna","Atha Mechina Alludu",1989,"lead",0,"",No,No,"Exists"
"Krishna","Agni Parvatham",1985,"lead",0,"",No,No,"Exists"
"Krishna","Edi Dharmam Edi Nyayam",1982,"supporting",0,"",No,No,"Added"
"Krishna","Eenadu",1982,"lead",0,"",No,No,"Exists"
"Krishna","Private Master",1967,"child_actor",0,"",No,No,"Exists"
"Krishna","Neramu Siksha",1973,"child_actor",0,"",No,No,"Exists"
"Krishna","Vayyari Bhamalu Vagalamari Bhartalu",1982,"lead",0,"",No,No,"Exists"
"Krishna","Subhakankshalu",1997,"cameo",0,"",No,No,"Added"
"Krishna","Khaidi Rudrayya",1986,"lead",0,"",No,No,"Added"
"Krishna","Alludu Diddina Kapuram",1991,"lead",0,"",No,No,"Exists"
"Krishna","Baladur",2008,"lead",0,"",No,No,"Exists"
"Krishna","Vamsi",2000,"lead",0,"",No,No,"Exists"
"Krishna","Takkari Donga",2002,"cameo",0,"",No,No,"Added"
"Krishna","Rajakumarudu",1999,"supporting",0,"",No,No,"Added"
"Krishna","Kurukshetram",1977,"child_actor",0,"",No,No,"Exists"
"Krishna","Vajrayudham",1985,"lead",0,"",No,No,"Exists"
"Krishna","Ooriki Monagadu",1981,"lead",0,"",No,No,"Exists"
"Krishna","Jathagadu",1981,"lead",0,"",No,No,"Exists"
"Krishna","Akka Chellelu",1970,"child_actor",0,"",No,No,"Exists"
"Krishna","Gharana Donga",1980,"lead",0,"",No,No,"Exists"
"Krishna","Mallamma Katha",1973,"child_actor",0,"",No,No,"Exists"
"Krishna","Krishnavataram",1982,"lead",0,"",No,No,"Exists"
"Krishna","Mundadugu",1983,"lead",0,"",No,No,"Added"
"Krishna","Poratam",1983,"lead",0,"",No,No,"Exists"
"Krishna","Mayadari Malligadu",1973,"child_actor",0,"",No,No,"Exists"
"Krishna","Mugguru Kodukulu",1988,"lead",0,"",No,No,"Exists"
"Krishna","Yamaleela",1994,"cameo",0,"",No,No,"Added"
"Krishna","Kula Gotralu",1962,"child_actor",0,"",No,No,"Added"
"Krishna","Tene Manasulu",1965,"child_actor",0,"",No,No,"Exists"
"Krishna","Sankharavam",1987,"lead",0,"",No,No,"Exists"
"Krishna","Padandi Munduku",1962,"child_actor",0,"",No,No,"Added"
"Krishna","Kaliyuga Karnudu",1988,"lead",0,"",No,No,"Exists"
"Krishna","Burripalem Bullodu",1979,"lead",0,"",No,No,"Exists"
"Krishna","Devudichina Koduku",1980,"lead",0,"",No,No,"Exists"
"Krishna","Guru Sishyulu",1981,"lead",0,"",No,No,"Exists"
"Krishna","Prema Nakshatram",1982,"lead",0,"",No,No,"Added"
