Title,Year,Director,Hero,TMDB ID,Slug,Review URL
"Black & White",2008,"Aditi Roy","Rajeev Kanakala",,black-white-2008,http://localhost:3000/reviews/black-white-2008
"Andamaina manasulo",2008,"R.P. Patnaik","Rajiv",,andamaina-manasulo-2008,http://localhost:3000/reviews/andamaina-manasulo-2008
"Aapada Mokkulavaadu",2008,"Ram Gopal Varma","Allari Naresh",,aapada-mokkulavaadu-2008,http://localhost:3000/reviews/aapada-mokkulavaadu-2008
"Allare Allari",2007,"Muppalaneni Siva","Allari Naresh",,allare-allari-2007,http://localhost:3000/reviews/allare-allari-2007
"Satyabhama",2007,"Srinivas","Sivaji",,satyabhama-2007,http://localhost:3000/reviews/satyabhama-2007
"Maharathi",2007,"P. Vasu","Srikanth",,maharathi-2007,http://localhost:3000/reviews/maharathi-2007
"Chandrahas",2007,"Roja","Srihari",,chandrahas-2007,http://localhost:3000/reviews/chandrahas-2007
"Yamagola",2007,"Srinivasa Reddy","Sivaji",,yamagola-2007,http://localhost:3000/reviews/yamagola-2007
"Amma Nanna Lekunte",2007,"Y. Ramakrishna","Krishna",,amma-nanna-lekunte-2007,http://localhost:3000/reviews/amma-nanna-lekunte-2007
"Viyyalavari Kayyalu",2007,"E.Sattibabu","Uday Kiran",,viyyalavari-kayyalu-2007,http://localhost:3000/reviews/viyyalavari-kayyalu-2007
"Sunny",2007,"Karan","Nitin",,sunny-2007,http://localhost:3000/reviews/sunny-2007
"Veduka",2007,"Jitender","Raja",,veduka-2007,http://localhost:3000/reviews/veduka-2007
"Bhookailas",2007,"Srinivasa Reddy","Venu",,bhookailas-2007,http://localhost:3000/reviews/bhookailas-2007
"Lakshmi Kalyanam",2007,"Teja","N.T. Rama Rao Jr.",,lakshmi-kalyanam-2007,http://localhost:3000/reviews/lakshmi-kalyanam-2007
"Notebook",2007,"Rajesh Sharma","Rajesh Sharma",,notebook-2007,http://localhost:3000/reviews/notebook-2007
"Shirdi",2007,"V. R. Pratap","Krishna",,shirdi-2007,http://localhost:3000/reviews/shirdi-2007
"Brahma - the Creator",2007,"Brahma – The Creator","Cherukuri Srinivasa Rao",,brahma-the-creator-2007,http://localhost:3000/reviews/brahma-the-creator-2007
"Takkari",2007,"Amma Rajasekhar","Ravi Teja",,takkari-2007,http://localhost:3000/reviews/takkari-2007
"Classmates",2007,"Vijay Yesudas","Srinivas Avasarala",,classmates-2007,http://localhost:3000/reviews/classmates-2007
"Veedhi",2006,"Vijaya Bhaskar","Arun",,veedhi-2006,http://localhost:3000/reviews/veedhi-2006
"Neeku Naaku",2006,"Krishna Vijay","Srikanth",,neeku-naaku-2006,http://localhost:3000/reviews/neeku-naaku-2006
"Abhaddam",2006,"Raviraja","Shanvi",,abhaddam-2006,http://localhost:3000/reviews/abhaddam-2006
"Sardar Papanna",2006,"Pratani Ramakrishna Goud","Krishna",,sardar-papanna-2006,http://localhost:3000/reviews/sardar-papanna-2006
"Hope",2006,"K. Satyanarayana","D. Ramanaidu",,hope-2006,http://localhost:3000/reviews/hope-2006
"Manodu",2006,"Priyadarshini Ram","Priyadarshini Ram",,manodu-2006,http://localhost:3000/reviews/manodu-2006
"Nuvve",2006,"Veera Shankar","Tarun",,nuvve-2006,http://localhost:3000/reviews/nuvve-2006
"Amma Cheppindi",2006,"G. Ram Prasad","Srikanth",,amma-cheppindi-2006,http://localhost:3000/reviews/amma-cheppindi-2006
"Samanyudu",2006,"Ravi C Kumar","Jagapathi Babu",,samanyudu-2006,http://localhost:3000/reviews/samanyudu-2006
"Roommates",2006,"Srikanth Lingula","Balu",,roommates-2006,http://localhost:3000/reviews/roommates-2006
"Kittu",2006,"Evv Satyanarayana","Allari Naresh",,kittu-2006,http://localhost:3000/reviews/kittu-2006
"Kokila",2006,"Vamsy","Siddharth",,kokila-2006,http://localhost:3000/reviews/kokila-2006
"Thrill",2006,"K. Veeru","Venkat",,thrill-2006,http://localhost:3000/reviews/thrill-2006
"Aadi Lakshmi",2006,"Y.V.S. Chowdary","Srikanth",,aadi-lakshmi-2006,http://localhost:3000/reviews/aadi-lakshmi-2006
"Premante Inte",2006,"Devakatta","Sumanth",,premante-inte-2006,http://localhost:3000/reviews/premante-inte-2006
"Raam",2006,"Sriwass","Nitins",,raam-2006,http://localhost:3000/reviews/raam-2006
"Andhrudu",2005,"Parasuram","Gopichand",,andhrudu-2005,http://localhost:3000/reviews/andhrudu-2005
"Okkade",2005,"Gunasekhar","Mahesh Babu",,okkade-2005,http://localhost:3000/reviews/okkade-2005
"786 Khaidi Premakatha",2005,"K.S. Nageswara Rao","Sashikanth",,786-khaidi-premakatha-2005,http://localhost:3000/reviews/786-khaidi-premakatha-2005
"Nayakudu",2005,"Karthik","Sachin",,nayakudu-2005,http://localhost:3000/reviews/nayakudu-2005
"Jagapathi",2005,"Johan","Jagapathi Babu",,jagapathi-2005,http://localhost:3000/reviews/jagapathi-2005
"Good Boy",2005,"Mohan Krishna","Rohit",,good-boy-2005,http://localhost:3000/reviews/good-boy-2005
"Evadi Gola Vaadidhi",2005,"Srikanth Nahatha","Srikanth",,evadi-gola-vaadidhi-2005,http://localhost:3000/reviews/evadi-gola-vaadidhi-2005
"Chhatrapati",2005,"Srihari Nanu","Prabhas",,chhatrapati-2005,http://localhost:3000/reviews/chhatrapati-2005
"Kumkuma",2005,"Jyoti Kumar","Sivaji",,kumkuma-2005,http://localhost:3000/reviews/kumkuma-2005
"Sravanamasam",2005,"Posani Krishna Murali","Krishna",,sravanamasam-2005,http://localhost:3000/reviews/sravanamasam-2005
"Youth",2005,"Vinayak","Nithin",,youth-2005,http://localhost:3000/reviews/youth-2005
"Nireekshana",2005,"Vikraman","Tarun",,nireekshana-2005,http://localhost:3000/reviews/nireekshana-2005
"Evadi Gola Vaadidi",2005,"E V V Satyanarayana","Aryan Rajesh",,evadi-gola-vaadidi-2005,http://localhost:3000/reviews/evadi-gola-vaadidi-2005
"Shivashankar",2004,"K. Raghavendra Rao","Daggubati Venkatesh",,shivashankar-2004,http://localhost:3000/reviews/shivashankar-2004
"Swamy",2004,"Dharani","Vikram",,swamy-2004,http://localhost:3000/reviews/swamy-2004
"Guri",2004,"B. Satya","Sumanth",,guri-2004,http://localhost:3000/reviews/guri-2004
"Kaasi",2004,"Lawrence","Jaggi",,kaasi-2004,http://localhost:3000/reviews/kaasi-2004
"Sankharavam",2004,"Evv Satyanarayana","Ravi Teja",,sankharavam-2004,http://localhost:3000/reviews/sankharavam-2004
"Letha Manasulu",2004,"Srikanth Addala","Srikanth",,letha-manasulu-2004,http://localhost:3000/reviews/letha-manasulu-2004
"Puttintiki Ra Chelli",2004,"Kodi Ramakrishna","Arjun",,puttintiki-ra-chelli-2004,http://localhost:3000/reviews/puttintiki-ra-chelli-2004
"Kaani",2004,"A.M. Burhanuddin","Srikanth",,kaani-2004,http://localhost:3000/reviews/kaani-2004
"Vidyardhi",2004,"Balachari","Akash",,vidyardhi-2004,http://localhost:3000/reviews/vidyardhi-2004
"Love Today",2004,"Satin Devi","Uday Kiran",,love-today-2004,http://localhost:3000/reviews/love-today-2004
"Satta",2004,"Pavan","Srikanth",,satta-2004,http://localhost:3000/reviews/satta-2004
"Seshadri Naidu",2004,"D. Prabhakar","Srikanth",,seshadri-naidu-2004,http://localhost:3000/reviews/seshadri-naidu-2004
"24 Gantalu",2004,"D. S. Rao","Krishna",,24-gantalu-2004,http://localhost:3000/reviews/24-gantalu-2004
"Fools",2003,"Dasari Narayana Rao","Srikanth",,fools-2003,http://localhost:3000/reviews/fools-2003
"Villain",2003,"Katrina's brother's name is not relevant here, the actual director is: Krishna Vamsi","Ravi Teja",,villain-2003,http://localhost:3000/reviews/villain-2003
"Vijayam",2003,"Singeetam Srinivasa Rao","Ravi Teja",,vijayam-2003,http://localhost:3000/reviews/vijayam-2003
"Juniors",2003,"J. Pulla Rao","Allari Naresh",,juniors-2003,http://localhost:3000/reviews/juniors-2003
"Ammayilu Abbayilu",2003,"Rajan Rajadevi","Sivaji",,ammayilu-abbayilu-2003,http://localhost:3000/reviews/ammayilu-abbayilu-2003
"Taarak",2003,"Balasekaran","Krishna",,taarak-2003,http://localhost:3000/reviews/taarak-2003
"Idi Maa Ashokgadi Love Story",2003,"Suresh Krissna","Siva Balaji",,idi-maa-ashokgadi-love-story-2003,http://localhost:3000/reviews/idi-maa-ashokgadi-love-story-2003
"Nenu Seetamahalakshmi",2003,"Koti","Srikanth",,nenu-seetamahalakshmi-2003,http://localhost:3000/reviews/nenu-seetamahalakshmi-2003
"Abhimanyu",2003,"Ravi Yadav","Vishnuvardhan",,abhimanyu-2003,http://localhost:3000/reviews/abhimanyu-2003
"Chantigadu",2003,"B. Gopal","Srikanth",,chantigadu-2003,http://localhost:3000/reviews/chantigadu-2003
"Agni Varsha",2002,"Arjun Sajnani","Akkineni Nagarjuna",,agni-varsha-2002,http://localhost:3000/reviews/agni-varsha-2002
"Girl Friend",2002,"Sarath Mandava","Vikram",,girl-friend-2002,http://localhost:3000/reviews/girl-friend-2002
"Mounamelanoyi",2002,"Subbu","Tarun",,mounamelanoyi-2002,http://localhost:3000/reviews/mounamelanoyi-2002
"Friends",2002,"Suresh Krissna","Daggubati Venkatesh",,friends-2002,http://localhost:3000/reviews/friends-2002
"Pilisthe Palukutha",2002,"Kodi Ramakrishna","Jagapathi Babu",,pilisthe-palukutha-2002,http://localhost:3000/reviews/pilisthe-palukutha-2002
"Parasuram",2002,"Bhimaneni Srinivasa Rao","Srikanth",,parasuram-2002,http://localhost:3000/reviews/parasuram-2002
"Adrustam",2002,"Lawrence","Tarun",,adrustam-2002,http://localhost:3000/reviews/adrustam-2002
"Ninu Choodaka Nenundalenu",2002,"R. Srinivas","Sachiin J. Joshi",,ninu-choodaka-nenundalenu-2002,http://localhost:3000/reviews/ninu-choodaka-nenundalenu-2002
"Dream",2002,"Bhavani Shankar","Jagapathi Babu",,dream-2012,http://localhost:3000/reviews/dream-2012
"Kalisi Naduddam",2001,"E.V.V. Satyanarayana","Srikanth",,kalisi-naduddam-2001,http://localhost:3000/reviews/kalisi-naduddam-2001
"Chandra Mahesh",2001,"Jayaraj","Srikanth",,chandra-mahesh-2001,http://localhost:3000/reviews/chandra-mahesh-2001
"Bhadrachalam",2001,"N. Shankar","Srihari",,bhadrachalam-2001,http://localhost:3000/reviews/bhadrachalam-2001
"B. Gopal",2001,"B Gopal","Srikanth",,b-gopal-2001,http://localhost:3000/reviews/b-gopal-2001
"Naa Manasistha Raa",2001,"R.R.Shinde","Srikanth",,naa-manasistha-raa-2001,http://localhost:3000/reviews/naa-manasistha-raa-2001
"Chinna",2001,"Wangaleedharan","Arjun",,chinna-2001,http://localhost:3000/reviews/chinna-2001
"Dadagiri",2001,"Krishna","Krishna",,dadagiri-2001,http://localhost:3000/reviews/dadagiri-2001
"Darling Darling",2001,"Vamsy","Balu",,darling-darling-2001,http://localhost:3000/reviews/darling-darling-2001
"Kshemamga Velli Labhamga Randi",2000,"Raja Vannem Reddy","Rajendra Prasad",,kshemamga-velli-labhamga-randi-2000,http://localhost:3000/reviews/kshemamga-velli-labhamga-randi-2000
"Kauravudu",2000,"T. S. Suresh Babu","Arjun",,kauravudu-2000,http://localhost:3000/reviews/kauravudu-2000
"Durga",2000,"E.V.V. Satyanarayana","Ravi Teja",,durga-2000,http://localhost:3000/reviews/durga-2000
"Yee Taram Nehru",2000,"Shiva","Krishna",,yee-taram-nehru-2000,http://localhost:3000/reviews/yee-taram-nehru-2000
"Okkadu Chalu",2000,"Ravi Raja Pinisetty","Rajasekhar",,okkadu-chalu-2000,http://localhost:3000/reviews/okkadu-chalu-2000
"Vamsoddharakudu",2000,"Sarath","Nandamuri Balakrishna",,vamsoddharakudu-2000,http://localhost:3000/reviews/vamsoddharakudu-2000
"Manasu Paddanu Kaani",2000,"Veeru K.","Venu",,manasu-paddanu-kaani-2000,http://localhost:3000/reviews/manasu-paddanu-kaani-2000
"Speed Dancer",1999,"Muppalaneni Shiva","Raghava Lawrence",,speed-dancer-1999,http://localhost:3000/reviews/speed-dancer-1999
"Velugu Needalu",1999,"K. Vasu","Jagapathi Babu",,velugu-needalu-1999,http://localhost:3000/reviews/velugu-needalu-1999
"Kaama",1999,"Suresh Krissna","Jagapathi Babu",,kaama-1999,http://localhost:3000/reviews/kaama-1999
"Panchadara Chilaka",1999,"Dasari Narayana Rao","Srikanth",,panchadara-chilaka-1999,http://localhost:3000/reviews/panchadara-chilaka-1999
"Bobbili Vamsam",1999,"Kodandarami Reddy","Daggubati Venkatesh",,bobbili-vamsam-1999,http://localhost:3000/reviews/bobbili-vamsam-1999
"Dollar Dreams",1999,"Sekhar Kammula","Sakshi Ranga Rao",,dollar-dreams-1999,http://localhost:3000/reviews/dollar-dreams-1999
"Ramasakkanodu",1999,"Kamal Haasan","Kamal Haasan",,ramasakkanodu-1999,http://localhost:3000/reviews/ramasakkanodu-1999
"Asala Sandadi",1999,"Relangi Narasimha Rao","Jagapathi Babu",,asala-sandadi-1999,http://localhost:3000/reviews/asala-sandadi-1999
"Ammo Polisollu",1999,"E.V.V. Satyanarayana","Sumanth",,ammo-polisollu-1999,http://localhost:3000/reviews/ammo-polisollu-1999
"Mechanic Mavayya",1999,"Mutyala Subbaiah","Srikanth",,mechanic-mavayya-1999,http://localhost:3000/reviews/mechanic-mavayya-1999
"Gurupoornima",1999,"P. N. Ramachandra Rao","Jagapathi Babu",,gurupoornima-1999,http://localhost:3000/reviews/gurupoornima-1999
"Aavide Syamala",1999,"K Vasu","Srikanth",,aavide-syamala-1999,http://localhost:3000/reviews/aavide-syamala-1999
"Swapnalokam",1999,"Bhimaneni Srinivasa Rao","Jagapathi Babu",,swapnalokam-1999,http://localhost:3000/reviews/swapnalokam-1999
"Yamajathakudu",1999,"N Shankar","Mohan Babu",,yamajathakudu-1999,http://localhost:3000/reviews/yamajathakudu-1999
"Harischandraa",1999,"Suresh Krishna","Srikanth",,harischandraa-1999,http://localhost:3000/reviews/harischandraa-1999
"Kanyadanam",1998,"Evani Sathya Prabhakar","Vineeth",,kanyadanam-1998,http://localhost:3000/reviews/kanyadanam-1998
"Daddy Daddy",1998,"Kodi Ramakrishna","Srikanth",,daddy-daddy-1998,http://localhost:3000/reviews/daddy-daddy-1998
"Prema Pallaki",1998,"Kodandarami Reddy","Jagapathi Babu",,prema-pallaki-1998,http://localhost:3000/reviews/prema-pallaki-1998
"W/o V. Vara Prasad",1998,"Vamsy","Vineeth",,w-o-v-vara-prasad-1998,http://localhost:3000/reviews/w-o-v-vara-prasad-1998
"Sambhavam",1998,"A. Kodandarami Reddy","Krishna",,sambhavam-1998,http://localhost:3000/reviews/sambhavam-1998
"Pape Naa Pranam",1998,"B. V. Ramana","J. D. Chakravarthy",,pape-naa-pranam-1998,http://localhost:3000/reviews/pape-naa-pranam-1998
"Subhavartha",1998,"Krishna Vijay","Suresh",,subhavartha-1998,http://localhost:3000/reviews/subhavartha-1998
"Sivayya",1998,"Suresh Varma","Jagapathi Babu",,sivayya-1998,http://localhost:3000/reviews/sivayya-1998
"Navvulata",1998,"Gopichand Nadella","Rajendra Prasad",,navvulata-1998,http://localhost:3000/reviews/navvulata-1998
"Deergha Sumangali Bhava",1998,"S. V. Krishna Reddy","Rajasekhar",,deergha-sumangali-bhava-1998,http://localhost:3000/reviews/deergha-sumangali-bhava-1998
"Eshwar Alla",1998,"Suresh Varma","Vineeth",,eshwar-alla-1998,http://localhost:3000/reviews/eshwar-alla-1998
"O Panaipothundi Babu",1998,"Siva Nageswara Rao","Suresh",,o-panaipothundi-babu-1998,http://localhost:3000/reviews/o-panaipothundi-babu-1998
"Maavidaakulu",1998,"E.V.V. Satyanarayana","Jagapathi Babu",,maavidaakulu-1998,http://localhost:3000/reviews/maavidaakulu-1998
"Nenu Premisthunnanu",1998,"E V V Satyanarayana","Ravi Teja",,nenu-premisthunnanu-1998,http://localhost:3000/reviews/nenu-premisthunnanu-1998
"Suryudu",1998,"Muthyala Subbaiah","Vijayakanth",,suryudu-1998,http://localhost:3000/reviews/suryudu-1998
"All Rounder",1998,"E V V Satyanarayana","Daggubati Venkatesh",,all-rounder-1998,http://localhost:3000/reviews/all-rounder-1998
"Priyuralu",1998,"Muppalaneni Siva","Vineeth",,priyuralu-1998,http://localhost:3000/reviews/priyuralu-1998
"Khaidi Garu",1998,"Evani Shankar","Srikanth",,khaidi-garu-1998,http://localhost:3000/reviews/khaidi-garu-1998
"Gillikajjalu",1998,"Evani Sathya Prabhakar","Jagapathi Babu",,gillikajjalu-1998,http://localhost:3000/reviews/gillikajjalu-1998
"Hello...yama!",1998,"Pavithran","Suresh",,hello-yama-1999,http://localhost:3000/reviews/hello-yama-1999
"Vaibhavam",1998,"A. Kodandarami Reddy","Krishna",,vaibhavam-1998,http://localhost:3000/reviews/vaibhavam-1998
"Paradesi",1998,"Bhagyaraj","Vineeth",,paradesi-1998,http://localhost:3000/reviews/paradesi-1998
"Pelli Kanuka",1998,"Kodi Ramakrishna","Jagapathi Babu",,pelli-kanuka-1998,http://localhost:3000/reviews/pelli-kanuka-1998
"Manasichi Choodu",1998,"Manoj Kumar","Srikanth",,manasichi-choodu-1998,http://localhost:3000/reviews/manasichi-choodu-1998
"Vareva Moguda",1998,"S. V. Krishna Reddy","Krishna",,vareva-moguda-1998,http://localhost:3000/reviews/vareva-moguda-1998
"Adhirindhi Guru",1997,"Sagar","Krishna",,adhirindhi-guru-1997,http://localhost:3000/reviews/adhirindhi-guru-1997
"Kurralla Rajyam",1997,"Kadambari Kirankumar","Ali",,kurralla-rajyam-1997,http://localhost:3000/reviews/kurralla-rajyam-1997
"Bobbili Dora",1997,"Sagar","Krishna",,bobbili-dora-1997,http://localhost:3000/reviews/bobbili-dora-1997
"Ugadi",1997,"S V Krishna Reddy","Srikanth",,ugadi-1997,http://localhost:3000/reviews/ugadi-1997
"Jai Bajarangabhali",1997,"Kodi Ramakrishna","Daggubati Venkatesh",,jai-bajarangabhali-1997,http://localhost:3000/reviews/jai-bajarangabhali-1997
"Abbayi Gari Pelli",1997,"Sarath","Suman",,abbayi-gari-pelli-1997,http://localhost:3000/reviews/abbayi-gari-pelli-1997
"Peddannayya",1997,"Muthyala Subbaiah","Nandamuri Balakrishna",,peddannayya-1997,http://localhost:3000/reviews/peddannayya-1997
"Amma Durgamma",1996,"K. Raghavendra Rao","Daggubati Venkatesh",,amma-durgamma-1996,http://localhost:3000/reviews/amma-durgamma-1996
"Chinnabbayi",1996,"A. Kodandarami Reddy","Daggubati Venkatesh",,chinnabbayi-1996,http://localhost:3000/reviews/chinnabbayi-1996
"Amma Ammani Choodalanivundi",1996,"Sagar","Vinod Kumar",,amma-ammani-choodalanivundi-1996,http://localhost:3000/reviews/amma-ammani-choodalanivundi-1996
"Vamsanikokkadu",1996,"Sarath","Nandamuri Balakrishna",,vamsanikokkadu-1996,http://localhost:3000/reviews/vamsanikokkadu-1996
"Akkum Bakkum",1996,"Ram Gopal Varma","Krishna",,akkum-bakkum-1996,http://localhost:3000/reviews/akkum-bakkum-1996
"Family",1996,"Pedarayudu","Daggubati Venkatesh",,family-1996,http://localhost:3000/reviews/family-1996
"Sampradayam",1996,"S. V. Krishna Reddy","Krishna",,sampradayam-1996,http://localhost:3000/reviews/sampradayam-1996
"Srikaram",1996,"Muthyala Subbaiah","Akkineni Nagarjuna",,srikaram-1996,http://localhost:3000/reviews/srikaram-1996
"Vinodam",1996,"S. V. Krishna Reddy","Srikanth",,vinodam-1996,http://localhost:3000/reviews/vinodam-1996
"Pavitra Bandham",1996,"Muthyala Subbaiah","Daggubati Venkatesh",,pavitra-bandham-1996,http://localhost:3000/reviews/pavitra-bandham-1996
"Rayudugaru Nayudugaru",1996,"Dasari Narayana Rao","Akkineni Nageswara Rao",,rayudugaru-nayudugaru-1996,http://localhost:3000/reviews/rayudugaru-nayudugaru-1996
"Adirindi Alludu",1996,"E.V.V. Satyanarayana","Nandamuri Balakrishna",,adirindi-alludu-1996,http://localhost:3000/reviews/adirindi-alludu-1996
"Dear Brother",1995,"S. S. Ravichandra","Krishna",,dear-brother-1995,http://localhost:3000/reviews/dear-brother-1995
"Taj Mahal",1995,"Muppalaneni Shiva","Brahmanandam",,taj-mahal-1995,http://localhost:3000/reviews/taj-mahal-1995
"Subhamastu",1995,"Krishna Vamsi","Jagapathi Babu",,subhamastu-1995,http://localhost:3000/reviews/subhamastu-1995
"Real Hero",1995,"S. S. Ravichandra","Krishna",,real-hero-1995,http://localhost:3000/reviews/real-hero-1995
"Big Boss",1995,"Kodandarami Reddy","Akkineni Nagarjuna",,big-boss-1995,http://localhost:3000/reviews/big-boss-1995
"Money Money",1995,"Siva Nageswara Rao","JD Chakravarthy",,money-money-1995,http://localhost:3000/reviews/money-money-1995
"Orey Rikshaw",1995,"Dasari Narayana Rao","R. Narayana Murthy",,orey-rikshaw-1995,http://localhost:3000/reviews/orey-rikshaw-1995
"Bharata Simham",1995,"Sagar","Krishna",,bharata-simham-1995,http://localhost:3000/reviews/bharata-simham-1995
"Rambantu",1995,"Bavu","Rajendra Prasad",,rambantu-1995,http://localhost:3000/reviews/rambantu-1995
"Raitu Bharatam",1994,"Tripuraneni Chittibabu","Krishna",,raitu-bharatam-1994,http://localhost:3000/reviews/raitu-bharatam-1994
"Govinda Govinda",1994,"Ram Gopal Varma","Paresh Rawal",,govinda-govinda-1994,http://localhost:3000/reviews/govinda-govinda-1994
"Madam",1994,"Singeetam Srinivasa Rao","Nagesh",,madam-1994,http://localhost:3000/reviews/madam-1994
"Bramhachari Mogudu",1994,"Relangi Narasimha Rao","Rajendra Prasad",,bramhachari-mogudu-1994,http://localhost:3000/reviews/bramhachari-mogudu-1994
"Aavesam",1994,"Kodi Ramakrishna","Srikanth",,aavesam-1994,http://localhost:3000/reviews/aavesam-1994
"Detective Narada",1993,"Vamsy","Nandamuri Balakrishna",,detective-narada-1993,http://localhost:3000/reviews/detective-narada-1993
"Rakshana",1993,"Uppalapati Surya","Akkineni Nagarjuna",,rakshana-1993,http://localhost:3000/reviews/rakshana-1993
"Chittemma Mogudu",1993,"Kodanda Rami Reddy","Mohammad Ali",,chittemma-mogudu-1993,http://localhost:3000/reviews/chittemma-mogudu-1993
"Kunti Putrudu",1993,"Muthyala Subbaiah","Daggubati Venkatesh",,kunti-putrudu-1993,http://localhost:3000/reviews/kunti-putrudu-1993
"Pillalu Diddina Kapuram",1993,"Perala","Jagapathi Babu",,pillalu-diddina-kapuram-1993,http://localhost:3000/reviews/pillalu-diddina-kapuram-1993
"Pekata Papa Rao",1993,"Y. Nageswara Rao","Rajendra Prasad",,pekata-papa-rao-1993,http://localhost:3000/reviews/pekata-papa-rao-1993
"Paruvu Pratishta",1993,"Vasanth","Srikanth",,paruvu-pratishta-1993,http://localhost:3000/reviews/paruvu-pratishta-1993
"Ratha Sarathi",1993,"Cocaine Narayana","Daggubati Venkatesh",,ratha-sarathi-1993,http://localhost:3000/reviews/ratha-sarathi-1993
"Kirayi Gunda",1993,"S. S. Ravichandra","Krishna",,kirayi-gunda-1993,http://localhost:3000/reviews/kirayi-gunda-1993
"Rowdy Annayya",1993,"B. Gopal","Krishna",,rowdy-annayya-1993,http://localhost:3000/reviews/rowdy-annayya-1993
"Naga Bala",1992,"Muthyala Subbaiah","Daggubati Venkatesh",,naga-bala-1992,http://localhost:3000/reviews/naga-bala-1992
"Doshi",1992,"Kodandarami Reddy","Akkineni Nageswara Rao",,doshi-1992,http://localhost:3000/reviews/doshi-1992
"Bhadram Koduko",1992,"A. Kodandarami Reddy","Naresh",,bhadram-koduko-1992,http://localhost:3000/reviews/bhadram-koduko-1992
"Adharsham",1992,"Bharathiraja","Jagapathi Babu",,adharsham-1992,http://localhost:3000/reviews/adharsham-1992
"Brundavanam",1992,"Singeetam Srinivasa Rao","Nagesh",,brundavanam-1992,http://localhost:3000/reviews/brundavanam-1992
"Appula Appa Rao",1992,"E.V.V. Satyanarayana","Rajendra Prasad",,appula-appa-rao-1992,http://localhost:3000/reviews/appula-appa-rao-1992
"Seetapathi Chalo Tirupathi",1992,"Vijaya Bapineedu","Rajendra Prasad",,seetapathi-chalo-tirupathi-1992,http://localhost:3000/reviews/seetapathi-chalo-tirupathi-1992
"Rakta Tarpanam",1992,"Kodandarami Reddy","Rajendra Prasad",,rakta-tarpanam-1992,http://localhost:3000/reviews/rakta-tarpanam-1992
"Atta Sommu Alludu Danam",1992,"Y. Nageswara Rao","Vinod Kumar",,atta-sommu-alludu-danam-1992,http://localhost:3000/reviews/atta-sommu-alludu-danam-1992
"Madhavayya Gari Manavadu",1992,"Muthyala Subbaiah","Harish Kumar",,madhavayya-gari-manavadu-1992,http://localhost:3000/reviews/madhavayya-gari-manavadu-1992
"Akka Mogudu",1992,"Kodanda Rami Reddy","Rajasekhar",,akka-mogudu-1992,http://localhost:3000/reviews/akka-mogudu-1992
"Pattudala",1992,"Kodi Ramakrishna","Suresh",,pattudala-1992,http://localhost:3000/reviews/pattudala-1992
"Pellam Chatu Mogudu",1992,"Relangi Narasimha Rao","Dasari Narayana Rao",,pellam-chatu-mogudu-1992,http://localhost:3000/reviews/pellam-chatu-mogudu-1992
"Jaganaddam and Sons",1992,"Anil Kumar","Suresh",,jaganaddam-and-sons-1992,http://localhost:3000/reviews/jaganaddam-and-sons-1992
"Pranadaata",1992,"A. Kodandarami Reddy","Akkineni Nagarjuna",,pranadaata-1992,http://localhost:3000/reviews/pranadaata-1992
"Police Brothers",1992,"Relangi Narasimha Rao","Daggubati Venkatesh",,police-brothers-1992,http://localhost:3000/reviews/police-brothers-1992
"Alexander",1992,"Keyaar","Vijayakanth",,alexander-1992,http://localhost:3000/reviews/alexander-1992
"Champion",1992,"B. Gopal","Daggubati Venkatesh",,champion-1992,http://localhost:3000/reviews/champion-1992
"Yagnam",1992,"Gopal B","Unknown",,yagnam-1992,http://localhost:3000/reviews/yagnam-1992
"Pelli Neeku Sukham Naaku",1992,"P. N. Ramchandra Rao","Naresh",,pelli-neeku-sukham-naaku-1992,http://localhost:3000/reviews/pelli-neeku-sukham-naaku-1992
"Pellam Chebithe Vinali",1992,"Kodi Ramakrishna","Harish Kumar",,pellam-chebithe-vinali-1992,http://localhost:3000/reviews/pellam-chebithe-vinali-1992
"Gowramma",1992,"Kodandarami Reddy","Bala Krishna",,gowramma-1992,http://localhost:3000/reviews/gowramma-1992
"Kala Rathrilo Kanne Pilla",1992,"Raj Kamal","Sharath",,kala-rathrilo-kanne-pilla-1992,http://localhost:3000/reviews/kala-rathrilo-kanne-pilla-1992
"Aswamedham",1992,"B. Gopal","Bala Krishna",,aswamedham-1992,http://localhost:3000/reviews/aswamedham-1992
"Ayyayyo Brahamayya",1992,"Kodi Ramakrishna","Rajendra Prasad",,ayyayyo-brahamayya-1992,http://localhost:3000/reviews/ayyayyo-brahamayya-1992
"Agreement",1992,"Manivannan","Nagendra Babu",,agreement-1992,http://localhost:3000/reviews/agreement-1992
"Parvatalu Panakalu",1992,"Relangi Narasimha Rao","Rajendra Prasad",,parvatalu-panakalu-1992,http://localhost:3000/reviews/parvatalu-panakalu-1992
"Yugantam",1991,"S. B. Chakravarthy","Murali Mohan",,yugantam-1991,http://localhost:3000/reviews/yugantam-1991
"Amma Kadupu Challaga",1991,"Boyina Subbarao","Sanjay Mitra",,amma-kadupu-challaga-1991,http://localhost:3000/reviews/amma-kadupu-challaga-1991
"Parama Sivudu",1991,"Yogesh Seetha Ramaiah","Krishna",,parama-sivudu-1991,http://localhost:3000/reviews/parama-sivudu-1991
"Shanti Kranti",1991,"V. Ramachandra Rao","Daggubati Venkatesh",,shanti-kranti-1991,http://localhost:3000/reviews/shanti-kranti-1991
