"Actor","Wikipedia Title","Wikipedia Year","Role","Verification Status","DB Title (EN)","DB Title (TE)","DB Year","Match Score","DB Movie ID","Action Required"
"sarath babu","Rendella Tharuvatha","2005","Actor (Supporting)","✓ EXISTS","Rendella Tharuvatha","రెనడెలలా టహారువాటహా","2005","100","cfee1e36-d4dc-4dac-a9e6-8b639547e9d6","Add sarath babu to cast/crew"
"sarath babu","Aata","2007","Actor (Supporting)","✓ EXISTS","Aata","ాాటా","2007","100","91efa832-2ac9-465d-b30d-e772c007c2f8","Add sarath babu to cast/crew"
"sarath babu","Nagavalli","2010","Actor (Supporting)","✓ EXISTS","Nagavalli","నాగావాలలి","2010","100","aa76bb69-8c33-4efe-a960-b72f428a9f07","Add sarath babu to cast/crew"
"sarath babu","Nela Ticket","2018","Actor (Supporting)","✓ EXISTS","Nela Ticket","నేల టిక్కెట్","2018","100","a63d1b50-7e35-45c4-85fe-2ec05556593d","Add sarath babu to cast/crew"
"sarath babu","Entha Manchivaadavuraa","2020","Actor (Supporting)","✓ EXISTS","Entha Manchivaadavuraa","ఎంత మంచివాడవురా","2020","100","c14126d8-d73e-4d2d-82bf-4b1254b346dd","Add sarath babu to cast/crew"
"sarath babu","Vakeel Saab","2021","Actor (Supporting)","✓ EXISTS","Vakeel Saab","వకీల్ సాబ్","2021","100","7686e9fe-1aba-4ec1-af7e-eaed0d72c19b","Add sarath babu to cast/crew"
"satyanarayana","Raja Makutam","1960","Actor (Supporting)","✓ EXISTS","Raja Makutam","రాజా మాకుటామ","1960","100","c9682c88-45a6-4034-bd56-3c91a3223e6e","Add satyanarayana to cast/crew"
"satyanarayana","Sri Krishnarjuna Yudham","1963","Actor (Supporting)","✓ EXISTS","Sri Krishnarjuna Yuddhamu","శ్రీ కరిసహనారజునా యుడడహాము","1963","92","203dab5b-f815-4cbd-a0fd-2f069fa029b3","Add satyanarayana to cast/crew"
"satyanarayana","Sri Krishna Pandaveeyam","1966","Actor (Supporting)","✓ EXISTS","Sri Krishna Pandaveeyam","శ్రీ కృష్ణ పానడావెెయామ","1966","100","2eb37c6e-17ba-4594-a0c3-9e76e66a986b","Add satyanarayana to cast/crew"
"satyanarayana","Kathanayika Molla","1970","Actor (Supporting)","✓ EXISTS","Kathanayika Molla","కాటహానాయికా మోలలా","1970","100","2e9c7d97-e2f6-46cf-9100-c384910e6f7a","Add satyanarayana to cast/crew"
"satyanarayana","Dabbuku Lokam Dasoham","1973","Actor (Supporting)","✓ EXISTS","Dabbuki Lokam Dasoham","డాబబుకి లోకామ డాసోహామ","1973","95","5e0af56a-2e11-4eb6-af24-02f0d3edd906","Add satyanarayana to cast/crew"
"satyanarayana","Sita Kalyanam","1976","Actor (Supporting)","✓ EXISTS","Seeta Kalyanam","సెెటా కల్యాణం","1976","85","17f6c2cb-f7a2-4781-a402-8429d5170d0a","Add satyanarayana to cast/crew"
"satyanarayana","Tayaramma Bangarayya","1979","Actor (Supporting)","✓ EXISTS","Tayaramma Bangarayya","టాయారామమా బానగారాయయా","1979","100","85ab0d14-5d4c-4765-b96f-78a8e07ac658","Add satyanarayana to cast/crew"
"satyanarayana","Puli Bebbuli","1983","Actor (Supporting)","✓ EXISTS","Puli Bebbuli","పులి బెబబులి","1983","100","21669737-6487-47b3-a928-2a0c9f7daa67","Add satyanarayana to cast/crew"
"satyanarayana","Palnati Puli","1984","Actor (Supporting)","✓ EXISTS","Palnati Puli","పాలనాటి పులి","1984","100","374721d5-cdb0-438c-bbf2-b42161b9e768","Add satyanarayana to cast/crew"
"satyanarayana","Agni Parvatam","1985","Actor (Supporting)","✓ EXISTS","Agni Parvatham","అగ్ని పారవాటహామ","1985","92","36cf849f-541a-4f93-8d51-d628df275f07","Add satyanarayana to cast/crew"
"satyanarayana","Krishna Garadi","1986","Actor (Supporting)","✓ EXISTS","Krishna Garadi","కృష్ణ గారాడి","1986","100","d2ba9236-5f98-4c3e-9643-315cc6fa80fd","Add satyanarayana to cast/crew"
"satyanarayana","Chakravarthy","1987","Actor (Supporting)","✓ EXISTS","Chakravarthy","కృష్ణ లీల","1987","100","1d800b64-f49d-4067-9199-a3885267fc26","Add satyanarayana to cast/crew"
"satyanarayana","Manchi Donga","1988","Actor (Supporting)","✓ EXISTS","Manchi Donga","మంచి దొంగ","1988","100","b9954658-1811-4180-a869-779f3c692e81","Add satyanarayana to cast/crew"
"satyanarayana","Athaku Yamudu Ammayiki Mogudu","1989","Actor (Supporting)","✓ EXISTS","Attaku Yamudu Ammayiki Mogudu","ాటటాకు యాముడు ామమాయికి మొగుడు","1989","96","f7f017ec-06bf-48e8-bc98-fbee5c291d2f","Add satyanarayana to cast/crew"
"satyanarayana","Stuartpuram Police Station","1991","Actor (Supporting)","✓ EXISTS","Stuartpuram Police Station","సటుారటపురామ పోలీస్ సటాటిోన","1991","100","5cfbea2e-9a87-4fc8-a7ef-e95aef82b21e","Add satyanarayana to cast/crew"
"satyanarayana","Aapadbandhavudu","1992","Actor (Supporting)","✓ EXISTS","Aapadbandhavudu","ాాపాడబానడహావుడు","1992","100","58558d07-5a7b-44c2-a2f3-f9c613454295","Add satyanarayana to cast/crew"
"satyanarayana","Mugguru Monagallu","1994","Actor (Supporting)","✓ EXISTS","Mugguru Monagallu","ముగ్గురు మోనాగాలలు","1994","100","79abd21f-772c-4612-b82e-7cff6494624c","Add satyanarayana to cast/crew"
"satyanarayana","Pokiri Raja","1995","Actor (Supporting)","✓ EXISTS","Pokiri Raja","పోకిరి రాజా","1995","100","94af1620-187a-4c49-a315-69304106f80b","Add satyanarayana to cast/crew"
"satyanarayana","Vamsanikokkadu","1996","Actor (Supporting)","✓ EXISTS","Vamsanikokkadu","వామసానికోకకాడు","1996","100","0881d02d-10ad-4e3b-8442-c1532082e147","Add satyanarayana to cast/crew"
"satyanarayana","Suryavamsam","1998","Actor (Supporting)","✓ EXISTS","Suryavamsam","సూర్యవంశం","1998","100","6664df27-bf9e-4166-9c82-7297e05e21d4","Add satyanarayana to cast/crew"
"satyanarayana","Samarasimha Reddy","1999","Actor (Supporting)","✓ EXISTS","Samarasimha Reddy","సమరసింహ రెడ్డి","1999","100","f3123422-b4ad-41f5-985e-3c4a6554c511","Add satyanarayana to cast/crew"
"satyanarayana","Goppinti Alludu","2000","Actor (Supporting)","✓ EXISTS","Goppinti Alludu","గోపపినటి అల్లుడు","2000","100","86086566-a18a-4cfe-9a88-22aa5115aa73","Add satyanarayana to cast/crew"
"satyanarayana","Murari","2001","Actor (Supporting)","✓ EXISTS","Murari","మురారి","2001","100","b1de5f74-69f6-4846-a695-e22e971aeb06","Add satyanarayana to cast/crew"
"satyanarayana","Nee Premakai","2002","Actor (Supporting)","✓ EXISTS","Nee Premakai","నీ పరెమాకాి","2002","100","ac88aa2f-be21-460c-9e4a-60f7fc8b3e3c","Add satyanarayana to cast/crew"
"satyanarayana","Fools","2003","Actor (Supporting)","✓ EXISTS","Fools","ఫోోలస","2003","100","04bd8c13-d3a9-47b1-baff-fc82cfb33715","Add satyanarayana to cast/crew"
"satyanarayana","Cheppave Chirugali","2004","Actor (Supporting)","✓ EXISTS","Cheppave Chirugali","కహెపపావె కహిరుగాలి","2004","100","595fa291-b77c-44b6-9b0a-da70a15d4289","Add satyanarayana to cast/crew"
"satyanarayana","Narasimhudu","2005","Actor (Supporting)","✓ EXISTS","Narasimhudu","నారాసిమహుడు","2005","100","5d9a8812-2c55-47ac-8009-17be9563ff8f","Add satyanarayana to cast/crew"
"satyanarayana","Arundhati","2009","Actor (Supporting)","✓ EXISTS","Arundhati","ారునడహాటి","2009","100","2d90a8b6-4839-4505-aa49-d2a6f48c4ecd","Add satyanarayana to cast/crew"
"satyanarayana","Daruvu","2012","Actor (Supporting)","✓ EXISTS","Daruvu","డారువు","2012","100","89979d86-52bd-4d06-9f45-18f8558bfc72","Add satyanarayana to cast/crew"
"satyanarayana","Jagadguru Adi Shankara","2013","Actor (Supporting)","✓ EXISTS","Jagadguru Adi Shankara","జాగాడగురు అది సహానకారా","2013","100","71ae0f23-62ca-472a-9215-ce85d1d0841a","Add satyanarayana to cast/crew"
"satyanarayana","N.T.R. Kathanayakudu","2019","Actor (Supporting)","✓ EXISTS","N.T.R: Kathanayakudu","న.ట.ర: కాటహానాయాకుడు","2019","95","0cb11e05-7b92-4fd2-9bd5-8ef79fbe58f6","Add satyanarayana to cast/crew"
"satyanarayana","Saripodhaa Sanivaaram","2024","Actor (Supporting)","✓ EXISTS","Saripodhaa Sanivaaram","సరిపోదా శనివారం","2024","100","fa589844-a0d8-4073-8edd-98b1c0955b53","Add satyanarayana to cast/crew"
"satyanarayana","Panchatanthiram","2002","Actor (Supporting)","✓ EXISTS","Panchatanthiram","","2002","100","68d40309-8527-4307-8998-b27e270fa4b5","Add satyanarayana to cast/crew"
"satyanarayana","Swarna Gowri","1962","Actor (Supporting)","✓ EXISTS","Swarna Gowri","సవారనా గోవరి","1962","100","56766e5b-d5bc-4283-96a0-eb1c5f2da793","Add satyanarayana to cast/crew"
"sharada","Kanyasulkam","1955","Actor (Supporting)","✓ EXISTS","Kanyasulkam","కానయాసులకామ","1955","100","b20ba0df-c69f-4578-adc8-482adc507665","Add sharada to cast/crew"
"sharada","Valmiki","1963","Actor (Supporting)","✓ EXISTS","Valmiki","వాలమికి","1963","100","6ae7a793-f99a-433d-8ac2-a50c7fc6d534","Add sharada to cast/crew"
"sharada","Dagudu Moothalu","1964","Actor (Supporting)","✓ EXISTS","Dagudu Moothalu","డాగుడు మోోటహాలు","1964","100","07026582-d9c6-40f4-b3b1-40435c586446","Add sharada to cast/crew"
"sharada","Sambarala Rambabu","1970","Actor (Supporting)","✓ EXISTS","Sambarala Rambabu","సామబారాలా రామబాబు","1970","100","57e12151-fcd0-4497-86aa-1ccfd4fba945","Add sharada to cast/crew"
"sharada","Chelleli Kapuram","1971","Actor (Supporting)","✓ EXISTS","Chelleli Kapuram","కహెలలెలి కాపురామ","1971","100","2d1225b1-6e85-42fc-9527-69936be77712","Add sharada to cast/crew"
"sharada","Kalam Marindi","1972","Actor (Supporting)","✓ EXISTS","Kalam Marindi","కాలామ మారినడి","1972","100","a68381b7-5d56-43d3-8fd4-c45ca7f7b9ae","Add sharada to cast/crew"
"sharada","Devudu Chesina Manushulu","1973","Actor (Supporting)","✓ EXISTS","Devudu Chesina Manushulu","దేవుడు కహెసినా మనుషులు","1973","100","e94a04d5-b139-4e7d-837b-8160b8fd7df8","Add sharada to cast/crew"
"sharada","Balipeetam","1975","Actor (Supporting)","✓ EXISTS","Balipeetam","బాలిపెెటామ","1975","100","11461160-12ac-4bef-b22a-40bfcc7312fb","Add sharada to cast/crew"
"sharada","Daana Veera Soora Karna","1977","Actor (Supporting)","✓ EXISTS","Daana Veera Soora Karna","దాన వీర శూర కర్ణ","1977","100","e13ffedf-c47b-4143-8de7-d678ad19db89","Add sharada to cast/crew"
"sharada","Gorintaku","1979","Actor (Supporting)","✓ EXISTS","Gorintaku","గోరినటాకు","1979","100","acfcb1cb-1187-4514-91ba-819ad458877f","Add sharada to cast/crew"
"sharada","Sardar Papa Rayudu","1980","Actor (Supporting)","✓ EXISTS","Sardar Papa Rayudu","సారడార పాపా రాయుడు","1980","100","ff773b9e-5e19-4b95-aca9-85b20857ae96","Add sharada to cast/crew"
"sharada","Nyayam Kavali","1981","Actor (Supporting)","✓ EXISTS","Nyayam Kavali","నయాయామ కావాలి","1981","100","ad8e4566-4351-458a-baaa-36878848d19e","Add sharada to cast/crew"
"sharada","Bobbili Brahmanna","1984","Actor (Supporting)","✓ EXISTS","Bobbili Brahmanna","కృష్ణంరాజు","1984","100","851f0f40-4e77-485c-bc2c-2d1150d2a743","Add sharada to cast/crew"
"sharada","Anasuyamma Gari Alludu","1986","Actor (Supporting)","✓ EXISTS","Anasuyamma Gari Alludu","ానాసుయామమా గారి అల్లుడు","1986","100","976afbf7-f989-4e55-8958-03594b43bc68","Add sharada to cast/crew"
"sharada","Sardar Krishnama Naidu","1987","Actor (Supporting)","✓ EXISTS","Sardar Krishnama Naidu","సారడార కరిసహనామా నాయుడు","1987","100","07765efe-5a2d-46e9-b012-5fdedf5e4bd2","Add sharada to cast/crew"
"sharada","Bhale Donga","1989","Actor (Supporting)","✓ EXISTS","Bhale Donga","బహాలె దొంగ","1989","100","733f6fa8-c3df-4af2-9744-3f95dfb59220","Add sharada to cast/crew"
"sharada","Kadapa Reddamma","1990","Actor (Supporting)","✓ EXISTS","Kadapa Redamma","కాడాపా రెడామమా","1990","93","3f7c2cef-694e-49b2-bf59-926cddc5792f","Add sharada to cast/crew"
"sharada","Major Chandrakanth","1993","Actor (Supporting)","✓ EXISTS","Major Chandrakanth","మేజర్ కహానడరాకానటహ","1993","100","b2f7dd8f-1776-4971-b498-689704772ae8","Add sharada to cast/crew"
"sharada","Bobbili Simham","1994","Actor (Supporting)","✓ EXISTS","Bobbili Simham","బొబ్బిలి సింహం","1994","100","421b5936-1755-423c-856d-24bc1f046eb8","Add sharada to cast/crew"
"sharada","Antahpuram","1998","Actor (Supporting)","✓ EXISTS","Antahpuram","ానటాహపురామ","1998","100","05977123-d59c-4a42-b288-f272d8ce8c26","Add sharada to cast/crew"
"sharada","Sankranthi","2005","Actor (Supporting)","✓ EXISTS","Sankranthi","సానకరానటహి","2005","100","3a121084-c559-4902-b223-2b7017c23a3c","Add sharada to cast/crew"
"sharada","Stalin","2006","Actor (Supporting)","✓ EXISTS","Stalin","స్టాలిన్","2006","100","b8c8b916-df8a-4cde-808a-0527ee7b1daf","Add sharada to cast/crew"
"sharada","Aata","2007","Actor (Supporting)","✓ EXISTS","Aata","ాాటా","2007","100","91efa832-2ac9-465d-b30d-e772c007c2f8","Add sharada to cast/crew"
"sharada","Sukumarudu","2013","Actor (Supporting)","✓ EXISTS","Sukumarudu","సుకుమారుడు","2013","100","1e7f9d33-49db-4a3d-8e22-a034eeb7f5f1","Add sharada to cast/crew"
"sharada","Mr. Bharath","1986","Actor (Supporting)","✓ EXISTS","Mr. Bharath","","1986","100","4913b3c6-ce7e-4e5a-a6aa-c2eb6e2989b5","Add sharada to cast/crew"
"sharada","Valmiki","1963","Actor (Supporting)","✓ EXISTS","Valmiki","వాలమికి","1963","100","6ae7a793-f99a-433d-8ac2-a50c7fc6d534","Add sharada to cast/crew"
"simran","Samarasimha Reddy","1999","Actor (Supporting)","✓ EXISTS","Samarasimha Reddy","సమరసింహ రెడ్డి","1999","100","f3123422-b4ad-41f5-985e-3c4a6554c511","Add simran to cast/crew"
"simran","Annayya","2000","Actor (Supporting)","✓ EXISTS","Annayya","ాననాయయా","2000","100","7573cc88-ebba-4d5c-bad0-e2cba88e59f9","Add simran to cast/crew"
"simran","Seema Simham","2002","Actor (Supporting)","✓ EXISTS","Seema Simham","సెెమా సింహం","2002","100","982263da-0942-4aca-9d1a-0cd1996a6bad","Add simran to cast/crew"
"simran","Jai","2004","Actor (Supporting)","✓ EXISTS","Jai","జాి","2004","100","78d71255-277d-4d6c-a9b2-60beac012c97","Add simran to cast/crew"
"simran","Okka Magaadu","2008","Actor (Supporting)","✓ EXISTS","Okka Magadu","ఒక్క మాగాడు","2008","91","c6efaa79-6ff2-4644-9db6-c340dc605278","Add simran to cast/crew"
"simran","Aaha Kalyanam","2014","Actor (Supporting)","✓ EXISTS","Aaha Kalyanam","ాాహా కల్యాణం","2014","100","ccc182de-1aa8-42c4-b19a-083166b1bd8b","Add simran to cast/crew"
"simran","Petta","2019","Actor (Supporting)","✓ EXISTS","Petta","పేట్ట","2019","100","9178bea7-49c3-499b-a148-21305107de59","Add simran to cast/crew"
"simran","Mahaan","2022","Actor (Supporting)","✓ EXISTS","Mahaan","మహాన్‌","2022","100","6505fa05-7810-4a7c-bfd5-1f0b99b0148c","Add simran to cast/crew"
"simran","Aranmanai 4","2024","Actor (Supporting)","✓ EXISTS","Aranmanai 4","బాక్","2024","100","24166679-2203-4ffb-97f7-48e25b85db71","Add simran to cast/crew"
"sivaji","Andaru Dongale Dorikite","2004","Actor (Supporting)","✓ EXISTS","Andaru Dongale Dorikithe","అందరూ దొంగలే దొరికితే","2004","95","251f2ccc-2427-4db3-b255-9f463044ba6e","Add sivaji to cast/crew"
"sobhan babu","Daiva Balam","1959","Actor (Supporting)","✓ EXISTS","Daiva Balam","డాివా బాలామ","1959","100","3c94a754-9ba3-4620-825e-5a5f410094a3","Add sobhan babu to cast/crew"
"sobhan babu","Sita Rama Kalyanam","1961","Actor (Supporting)","✓ EXISTS","Seetha Rama Kalyanam","సెెటహా రామ కల్యాణం","1961","85","45a8eb36-c0d7-4d64-baec-c178a77737dd","Add sobhan babu to cast/crew"
"sridevi","Badi Panthulu","1972","Actor (Supporting)","✓ EXISTS","Badi Panthulu","బాడి పానటహులు","1972","100","394dcd24-76ec-4778-a6e8-957d6664910b","Add sridevi to cast/crew"
"sridevi","Bhakta Tukaram","1973","Actor (Supporting)","✓ EXISTS","Bhakta Tukaram","బహాకటా టుకారామ","1973","100","3fd55b4d-0c1e-4a34-a42e-0ea8304902bf","Add sridevi to cast/crew"
"sridevi","Yashoda Krishna","1975","Actor (Supporting)","✓ EXISTS","Yashoda Krishna","యాసహోడా కృష్ణ","1975","100","53a2271b-39ec-4239-981f-a27c860cf74c","Add sridevi to cast/crew"
"sridevi","Padaharella Vayasu","1978","Actor (Supporting)","✓ EXISTS","Padaharella Vayasu","పాడాహారెలలా వాయాసు","1978","100","68fd5546-e8f2-41b2-bf76-508c9ed9fcd9","Add sridevi to cast/crew"
"sridevi","Puli Bidda","1981","Actor (Supporting)","✓ EXISTS","Puli Bidda","పులి బిడడా","1981","100","fdb61cda-5293-419b-ad81-12ef6309d8d0","Add sridevi to cast/crew"
"sridevi","Adavi Simhalu","1983","Actor (Supporting)","✓ EXISTS","Adavi Simhalu","ాడావి సింహundefined","1983","100","9a78ec2d-737e-4275-8101-af80545874fa","Add sridevi to cast/crew"
"sridevi","Oka Radha Iddaru Krishnulu","1986","Actor (Supporting)","✓ EXISTS","Oka Radha Iddaru Krishnulu","ఒక రాడహా ఇద్దరు కరిసహనులు","1986","100","ebac976a-4821-483b-8955-c6561d323b4e","Add sridevi to cast/crew"
"sridevi","Makutamleni Maharaju","1987","Actor (Supporting)","✓ EXISTS","Makutamleni Maharaju","మాకుటామలెని మాహారాజు","1987","100","3ffc387a-ffcc-49ea-8ccd-5025a9d6b488","Add sridevi to cast/crew"
"sridevi","Jagadeka Veerudu Atiloka Sundari","1990","Actor (Supporting)","✓ EXISTS","Jagadeka Veerudu Athiloka Sundari","జగదేక వీరుడు అతిలోక సుందరి","1990","96","4d23ba68-e997-4404-8ffe-174139597591","Add sridevi to cast/crew"
"sridevi","Kshana Kshanam","1991","Actor (Supporting)","✓ EXISTS","Kshana Kshanam","కసహానా కసహానామ","1991","100","69d9c5b0-d730-49ab-98e9-b49de57f251c","Add sridevi to cast/crew"
"sridevi","Kandhan Karunai","1967","Actor (Supporting)","✓ EXISTS","Kandhan Karunai","","1967","100","6bb9ee24-bd83-43f9-a6f9-31348cc85ca5","Add sridevi to cast/crew"
"sridevi","Thunaivan","1969","Actor (Supporting)","✓ EXISTS","Thunaivan","","1969","100","1693aeaf-3fa6-463f-98cf-57d4f0a6953b","Add sridevi to cast/crew"
"sridevi","Penn Deivam","1970","Actor (Supporting)","✓ EXISTS","Penn Daivam","","1970","90","e1a98c66-eead-4c82-bba9-d3227a7277f3","Add sridevi to cast/crew"
"sridevi","Babu","1971","Actor (Supporting)","✓ EXISTS","Babu","బాబు","1971","100","5ab42f8c-f304-4fb5-a0bf-bb63f4f31ead","Add sridevi to cast/crew"
"sridevi","Agathiyar","1972","Actor (Supporting)","✓ EXISTS","Agathiyar","","1972","100","186f8797-47ae-42cd-a97c-c6788996fd6e","Add sridevi to cast/crew"
"sridevi","Moondru Mudichu","1976","Actor (Supporting)","✓ EXISTS","Moondru Mudichu","మోోనడరు ముడికహు","1976","100","417797f9-f988-40b6-a388-b5179e5ab865","Add sridevi to cast/crew"
"sridevi","Gayathri","1977","Actor (Supporting)","✓ EXISTS","Gaayathri","గాాయాటహరి","1977","88","43462f74-6115-4a33-ac2d-5b24fce80ce4","Add sridevi to cast/crew"
"sridevi","Bala Nagamma","1981","Actor (Supporting)","✓ EXISTS","Bala Nagamma","బాలా నాగామమా","1981","100","d8314577-7204-447b-a0fd-6b749705a12b","Add sridevi to cast/crew"
"sridevi","Pokkiri Raja","1982","Actor (Supporting)","✓ EXISTS","Pokkiri Raja","","1982","100","fca101b0-18be-4ce5-8e01-3a13444ebad6","Add sridevi to cast/crew"
"sridevi","Santhippu","1983","Actor (Supporting)","✓ EXISTS","Sandhippu","","1983","88","839e0266-9357-4e1e-9f2e-fe7f50e7953b","Add sridevi to cast/crew"
"sridevi","Naan Adimai Illai","1986","Actor (Supporting)","✓ EXISTS","Naan Adimai Illai","నాాన ాడిమాి ిలలాి","1986","100","137badfb-2b20-4757-b52f-a914c8a319b1","Add sridevi to cast/crew"
"sridevi","Puli","2015","Actor (Supporting)","✓ EXISTS","Puli","","2015","100","4ededdf2-7566-4258-bf3e-64fb5ce3675b","Add sridevi to cast/crew"
"sridevi","Kumara Sambhavam","1969","Actor (Supporting)","✓ EXISTS","Kumara Sambhavam","","1969","100","af098222-07d1-40dd-8890-d1846af31cd3","Add sridevi to cast/crew"
"sridevi","Swapnangal","1970","Actor (Supporting)","✓ EXISTS","Swapnangal","","1970","100","d6e940a3-3f57-4e93-96bb-a560c769fdd1","Add sridevi to cast/crew"
"sridevi","Poompatta","1971","Actor (Supporting)","✓ EXISTS","Poompatta","పోోమపాటటా","1971","100","3f43d925-b849-4651-ab42-4205cc9d0209","Add sridevi to cast/crew"
"sridevi","Aasheervaadam","1977","Actor (Supporting)","✓ EXISTS","Aasheervaadam","ాాసహెెరవాాడామ","1977","100","fea747fb-493c-4edc-904e-27d7f24fe011","Add sridevi to cast/crew"
"sridevi","Devaraagam","1996","Actor (Supporting)","✓ EXISTS","Devaraagam","డెవారాాగామ","1996","100","002b93f5-f5af-4273-83b3-05faeb090322","Add sridevi to cast/crew"
"sridevi","Bhakta Kumbara","1974","Actor (Supporting)","✓ EXISTS","Bhaktha Kumbara","","1974","93","a5a91ed7-aec0-49b9-b885-e9d1d8daa2b7","Add sridevi to cast/crew"
"sumanth","Prema Katha","1999","Actor (Supporting)","✓ EXISTS","Prema Katha","ప్రేమ కథ","1999","100","9f0c4233-675f-435c-af6d-97130a8e68e7","Add sumanth to cast/crew"
"sumanth","Yuvakudu","2000","Actor (Supporting)","✓ EXISTS","Yuvakudu","యువాకుడు","2000","100","7a590903-7935-46b8-a8d4-8e86193a93ad","Add sumanth to cast/crew"
"sumanth","Ramma Chilakamma","2001","Actor (Supporting)","✓ EXISTS","Ramma Chilakamma","రామమా కహిలాకామమా","2001","100","f908e322-5a32-4a26-83cd-a5064644549b","Add sumanth to cast/crew"
"sumanth","Satyam","2003","Actor (Supporting)","✓ EXISTS","Satyam","సాటయామ","2003","100","b867cd23-fc48-4963-8b2e-1539e6979ba6","Add sumanth to cast/crew"
"sumanth","Gowri","2004","Actor (Supporting)","✓ EXISTS","Gowri","గోవరి","2004","100","89f7028f-5a67-431c-bcc0-29ed42cffc77","Add sumanth to cast/crew"
"sumanth","Godavari","2006","Actor (Supporting)","✓ EXISTS","Godavari","గోదావరి","2006","100","f61fa54a-7f94-42e0-aed4-908c1972a736","Add sumanth to cast/crew"
"sumanth","Classmates","2007","Actor (Supporting)","✓ EXISTS","Classmates","కలాససమాటెస","2007","100","19735842-db3d-4def-adcb-99b12904cb48","Add sumanth to cast/crew"
"sumanth","Golconda High School","2011","Actor (Supporting)","✓ EXISTS","Golconda High School","గోలకోనడా హిగహ స్కూల్","2011","100","00fcc7ef-c1e1-4f98-ae99-42529cf88d3b","Add sumanth to cast/crew"
"sumanth","Emo Gurram Egaravachu","2014","Actor (Supporting)","✓ EXISTS","Emo Gurram Egaravachu","ెమో గురరామ ెగారావాకహు","2014","100","abcc9b8a-1f82-4e29-b8ac-6a49fabfbbe6","Add sumanth to cast/crew"
"sumanth","Naruda Donoruda","2016","Actor (Supporting)","✓ EXISTS","Naruda Donoruda","నారుడా డోనోరుడా","2016","100","88f82261-51f7-4c4e-a1a4-3c3f4883629c","Add sumanth to cast/crew"
"sumanth","Subrahmanyapuram","2018","Actor (Supporting)","✓ EXISTS","Subramanyapuram","సుబ్రమణ్యపురం","2018","93","5ba9fc2e-0276-4f2c-a922-abac04b40e5d","Add sumanth to cast/crew"
"sumanth","NTR: Kathanayakudu","2019","Actor (Supporting)","✓ EXISTS","N.T.R: Kathanayakudu","న.ట.ర: కాటహానాయాకుడు","2019","90","0cb11e05-7b92-4fd2-9bd5-8ef79fbe58f6","Add sumanth to cast/crew"
"sunil","Pape Naa Pranam","1998","Actor (Supporting)","✓ EXISTS","Pape Naa Pranam","పాపె నా పరానామ","1998","100","c76df331-4563-48bd-80c0-c8f897ec614b","Add sunil to cast/crew"
"sunil","Nuvve Kavali","2000","Actor (Supporting)","✓ EXISTS","Nuvve Kavali","నువవె కావాలి","2000","100","087fe5c9-2ac3-4c9a-9e0b-8035057e8763","Add sunil to cast/crew"
"sunil","Family Circus","2001","Actor (Supporting)","✓ EXISTS","Family Circus","ఫ్యామిలీ కిరకుస","2001","100","1b48bf39-b6ca-498a-b8e6-3821a6b38db8","Add sunil to cast/crew"
"sunil","Nuvvu Leka Nenu Lenu","2002","Actor (Supporting)","✓ EXISTS","Nuvvu Leka Nenu Lenu","నువ్వు లెకా నేను లెను","2002","100","041bfcd8-73c5-4ac5-9a1c-bda53f00c539","Add sunil to cast/crew"
"sunil","Naaga","2003","Actor (Supporting)","✓ EXISTS","Naaga","నాగ","2003","100","3f912b41-14cb-4902-9e56-b86e2b7f0f34","Add sunil to cast/crew"
"sunil","Lakshmi Narasimha","2004","Actor (Supporting)","✓ EXISTS","Lakshmi Narasimha","లక్ష్మీ నరసింహ","2004","100","329bc07b-c318-42c6-8938-a6bf5fba115c","Add sunil to cast/crew"
"sunil","Lakshmi","2006","Actor (Supporting)","✓ EXISTS","Lakshmi","లక్ష్మి","2006","100","e6c1a9a4-eb7a-4a2d-a2ce-1c47346e3fb2","Add sunil to cast/crew"
"sunil","Yogi","2007","Actor (Supporting)","✓ EXISTS","Yogi","యోగి","2007","100","31e2f3a6-b65d-44e6-a503-85f6671cce17","Add sunil to cast/crew"
"sunil","Krishna","2008","Actor (Supporting)","✓ EXISTS","Krishna","కృష్ణ","2008","100","490bb7f4-5c45-44d5-a3e7-a28286332904","Add sunil to cast/crew"
"sunil","Maska","2009","Actor (Supporting)","✓ EXISTS","Maska","మాసకా","2009","100","54ea1e43-d502-42a0-b277-9290b7cab6e7","Add sunil to cast/crew"
"sunil","Om Shanti","2010","Actor (Supporting)","✓ EXISTS","Om Shanti","ోమ సహానటి","2010","100","5f80f030-b4a0-42c4-a2ad-1ca3ff47edc6","Add sunil to cast/crew"
"sunil","Mirapakay","2011","Actor (Supporting)","✓ EXISTS","Mirapakay","మిరపకాయ","2011","100","edcb31b5-3a06-4995-8d27-a4139e7c9ae6","Add sunil to cast/crew"
"sunil","Poola Rangadu","2012","Actor (Supporting)","✓ EXISTS","Poola Rangadu","పూల రంగడు","2012","100","d3f7d62e-13ba-47b2-846d-5fb8e7837ee3","Add sunil to cast/crew"
"sunil","Mr. Pellikoduku","2013","Actor (Supporting)","✓ EXISTS","Mr.PelliKoduku","మర.పెలలికోడుకు","2013","93","97f1e220-372a-4036-ad75-cdb722a27479","Add sunil to cast/crew"
